公司名称,财务风险-流动性风险-流动资产周转率,财务风险-流动性风险-应收账款周转率,财务风险-筹资风险-纳税信用等级,财务风险-筹资风险-征信信用等级,财务风险-筹资风险-1/财务费用率,财务风险-筹资风险-1/产权比率,财务风险-筹资风险-融资轮次,财务风险-筹资风险-股权出质总计,财务风险-投资风险-对外投资数量,财务风险-短期清偿能力-流动比率,财务风险-短期清偿能力-速动比率,财务风险-短期清偿能力-现金比率,财务风险-短期清偿能力-现金流量比率,财务风险-长期清偿能力-资产负债率,财务风险-长期清偿能力-长期资本负债率,财务风险-长期清偿能力-利息保障倍数,财务风险-长期清偿能力-现金流量利息保障倍数,财务风险-长期清偿能力-现金流量债务比,财务风险-盈利能力-销售净利率,财务风险-盈利能力-总资产报酬率,财务风险-盈利能力-主营业务利润率,财务风险-盈利能力-净资产收益率,财务风险-资产利用-存货周转率,财务风险-资产利用-营运资本周转率,财务风险-资产利用-非流动资产周转率,财务风险-资产利用-总资产周转率,财务风险-资产利用-成本费用利润率,财务风险-成长能力-营业收入增长率,财务风险-成长能力-总资产增长率,财务风险-资本结构-上市股东持股比例,财务风险-上市情况-是否上市,经营风险-知识产权-专利数量,经营风险-知识产权-软件著作权数量,经营风险-知识产权-作品著作权数量,经营风险-司法风险-诉讼数量,经营风险-其它风险-经营异常次数,经营风险-其它风险-行政处罚次数,经营风险-其它风险-动产质押次数,经营风险-其它风险-自身风险,经营风险-其它风险-周边风险,经营风险-组织结构风险-股东数量（注册）,经营风险-组织结构风险-第一大股东持股比例（注册）,经营风险-战略风险-竞品信息,经营风险-战略风险-公众号数
北京挖金客信息科技股份有限公司,0,0,9,9,0,2.6231048775,6,0,7,335.6674709208,335.6674709208,1.8805412341,1.5069681884,27.6006361197,0,272049000,167388000,1.5069681884,214846000,0.6759989067,-260994000,0.737380047,255518000,0.9761164344,8.6341147316,0.6349219744,0.7890876055,6.9925281073,0.7526118866,0,0,0,25,0,0,0,0,0,0,1,10,0.1262,20,1
北京捷诺视讯数码科技有限公司,0,0,11,11,0,1.8255655776,0,0,1,635.2497663719,630.7367056338,2.1403061701,0,9.9910425925,0,-918735606000,0,0,-918735606000,-0.3888330999,-37908019000,-0.4319937828,0,0,0,0,-0.9369514316,0.0909970244,0.2368206352,0,0,5,25,0,0,0,0,0,0,1,2,0.9,10,0
北京捷通机房设备工程有限公司,0.9903348571,16.6574941127,6,6,132.3302305065,0.3405965036,0,0,2,108.5520681143,88.3394629452,0.6722001108,0.1600584412,74.6195994399,0,378000000,1270800000,0.1600584412,0.035745668,0.0355259819,0.1236863379,0.1129790779,4.4928339952,10.6187039608,3.5667078884,0.6776346086,0.0463309106,-26.7619065824,0.246336578,0,0,5,26,0,2,0,1,0,1,19,2,0.92,0,1
北京掌中飞天科技股份有限公司,0.784380785,19.2149097334,13,13,741.4269748838,1.4568243281,4,0,3,203.4692327171,203.4692327171,0.2128386664,-0.1708027132,48.1820400195,0,-625000,-1349000,-0.1708027132,-0.0597381944,-0.0381283553,0.6857595648,-0.0886508123,3886000,0.4755261288,12.0682855022,0.2370668474,-0.0504316912,-0.8949222214,0.4187294081,0.5573,1,0,21,0,0,0,0,0,0,0,4,0.72,10,1
北京掌慧纵盈科技股份有限公司,0,0,10,10,0,7.6251046108,6,1,9,264.0090627485,263.8070869438,0.6809200852,-2.1220645374,18.2071425441,0,-528968000,-405552000,-2.1220645374,-529113000,-0.5039451095,-323608000,-0.6162925052,838.1817663685,1.0322165861,0.5935395448,0.3082339511,-0.997631188,1.6387324446,4.2885155821,0.2735,1,9,11,0,2,1,0,0,3,29,6,0.3359,20,0
北京掌行通信息技术有限公司,0.0752707723,2481000,12,12,46.8104375389,31.1613059985,0,0,0,318.3099951714,139.0729116369,1.2337999774,-6.0665373185,4.5772080754,1.23914201422801E-05,-25242000,-62819000,-6.0641948003,-10.1741192366,-0.111533822,-0.4062876234,-0.1168838385,0.1874999899,0.1539414247,0.0179978898,0.0153766619,-0.9106717328,0.0347273487,1.9802472777,0,0,35,4,0,0,0,0,0,0,0,1,1,0,0
北京探索者软件股份有限公司,1.4154177322,8.3417921443,13,13,5471.746588514,5.8754547151,0,0,1,846.7515837714,846.7515837714,0.7489216623,-1.3493394882,11.22713034,0,352007000,-40043000,-1.3493394882,0.9897039073,1.3317254581,0.9999999972,1.5001491596,0,0,0,0,5415.4089937078,0.0877664828,0.7524165589,0.2778,1,0,189,0,0,0,0,0,0,0,9,0.3,10,0
北京数字政通科技股份有限公司,0.4258410711,1.4959747116,4,4,3665898000,16.4320365526,0,0,18,1255.4753275921,1254.8302792099,7.8225292841,0.2497298318,7.0531932676,0,1108117000,171236000,0.2497298318,0.2735853534,0.1139847505,0.9999999997,0.1109940969,0,0,0,0,1108117000,0.2647649787,-0.0017877539,0,0,1,109,0,5,0,1,0,2,19,17,0.4376,10,1
北京文豪宏博尔科技股份有限公司,0.6167312867,4.2830095178,8,8,167.6281926768,0.8895752227,0,0,1,127.0473220458,106.5104205748,0.1176623015,-0.1540560252,45.4870245342,0,221319000,-307962000,-0.1540560252,0.1201039635,0.0503602394,0.2967366778,0.0785247346,2.6575249973,2.017845943,0.5881457112,0.248256031,0.1619352416,0.1468003051,-0.0474019059,0,0,2,28,0,8,0,0,0,3,0,2,0.8,0,0
北京斯普信信息技术有限公司,0,0,11,11,0,50.3630717843,0,0,0,6452.458617332,5771.7380720545,4.7587622301,1.1745372019,1.9780527906,0.0066718771,-232160000,4825000,0.7772228129,-232514000,-0.7397305668,-162013000,-0.755808813,5.7674508022,0.618031949,3.3064968467,0.5138890643,-1.0000387636,0.3643341171,-0.0903757975,0,0,0,11,0,0,0,0,0,0,0,2,0.9,0,0
北京新世纪绿色健康管理有限公司,0.7186479854,114.2873836239,12,12,8474.9208465256,107.2959070903,0,0,1,15186.4806866953,14269.9570815451,14.890525986,0,0.4704504614,0,10582000,0,0,0.2080695228,0.1068306176,0.3887293958,0.1073355784,7.2788557062,0.4422001843,1.0990984232,0.3138490085,0.2627371074,-32.2154342638,-0.2587942123,0,0,0,1,0,0,0,0,0,0,0,3,0.6863,0,0
北京新东方迅程网络科技股份有限公司,0.7016408164,39.6990583007,9,9,-743.7502586058,0.8143710456,3,0,8,158.2927295309,158.2672353276,0.1499848384,0.0433941456,53.9564499699,0,131656000,83573999.9999998,0.0433941456,0.0612339734,0.0368845065,0.6665854767,0.0796971556,1325.3394595938,0.5796356201,1.2494873327,0.18231098,0.0632688995,-0.7707648346,0.0058061766,0,0,1,94,5,16,0,0,0,5,24,8,0.79,20,1
北京新兴华安智慧科技有限公司,0,0,9,9,0,0.3151001653,0,0,3,113.6372871714,113.6372871714,0.3528180733,-0.0578365636,76.0398352455,0,21339000,-14233000,-0.0578365636,17778000,0.0659357976,0,0.2292663425,0,0,0,0,21339000,0.711482638,-0.006800696,0,0,0,50,0,0,0,0,0,0,0,9,0.7007,0,1
北京新创迪克系统集成技术有限公司,2.8307131257,10.3622070295,10,10,58.5108867921,0.2383349814,0,7,1,110.9412928167,89.5981300009,0.0485480535,-0.1990470195,80.4324246149,0,100700000,-221400000,-0.1990470195,0.0215281555,0.0728179912,0.1082705906,0.2779009608,13.0050547051,25.368939808,20.7347211502,2.2325547746,0.0298114213,20.8912998062,0.1890799654,0,0,7,13,0,0,0,0,0,8,0,3,0.902,0,0
北京新宇航测控科技股份有限公司,1.240504701,5.7486890855,11,11,135968000,7.4617556207,0,0,1,274.0654614558,171.7800615108,0.6560897993,0.4106718573,10.4340815879,0,96804000,16424000,0.4106718573,0.7119616328,0.2525594064,0.9999999926,0.2819815962,0,0,0,0,96804000,1.2602441976,-0.0816273719,0.4761,1,45,7,0,1,0,0,0,1,0,2,0.51,10,0
北京新水源景科技股份有限公司,0.9049447903,2.0953757179,8,8,52.9494352276,0.5177876991,0,0,9,152.0659950358,124.6313330413,0.5208059563,0.11826544,65.6921184596,0.0254811601,202100000,81000000,0.116664266,0.1736870025,0.1912196045,0.5184084875,0.4514616657,2.3517828507,1.239203586,28.6948033315,0.4181095653,0.2711295945,0.8224489712,1.071946675,0,0,39,77,0,3,0,0,0,2,6,7,0.6354,10,0
北京新片场传媒股份有限公司,0.2145631047,20.0908908265,15,15,-110.5005525028,16.4090884229,8,0,16,1560.6060606061,1550,13.9090888017,-5.5606052181,5.5322715842,0,-29200000,-36700000,-5.5606052181,-0.941176428,-0.2447611065,0.1900452403,-0.1845607808,25.4285351021,0.184647301,1.0920244729,0.1492036869,-0.5195729445,5.6363649174,6.143712207,0,0,0,11,5,0,0,2,0,0,5,0,0,30,1
北京方胜有成科技股份有限公司,0.6395812121,1.2491930477,11,11,38.6281590495,1.4591380422,6,0,4,195.144818656,160.5410390784,0.2623227162,0.0126678149,39.2759985606,0,35609000,2073999.99999998,0.0126678149,0.1480745602,0.0854240134,0.6955119544,0.1195363611,1.0637024559,0.3868642166,0.6190026129,0.1445675899,0.2089607405,-1.4180711187,0.4035542553,0,0,11,46,0,3,0,0,0,1,1,9,0.3936,10,0
北京无限点乐科技有限公司,6.145799239,10.4674835466,10,10,165.8869322168,0.5978947485,6,0,2,150.2840843029,150.2840843029,0.2471107096,-0.621613656,62.5823445519,0,6991999.99999998,-80195000.0000001,-0.621613656,0.0058679083,0.0339177088,0.1611324927,0.0906462695,994978000,15.337556799,81.1365831251,4.8265694953,0.0059256045,466.5688954064,1.1743523629,0,0,0,15,0,7,0,1,0,2,12,12,0.1952,20,0
北京日升天信科技股份有限公司,4.4894895387,34.4787821751,8,8,89.6713826161,0.2904275236,6,0,6,63.2513654916,59.919427943,0.3212666969,0.2164033844,81.7521790324,0,14830000,94058000.0000002,0.2164033844,0.0119555644,0.0278938716,0.4289500311,0.1520986229,48.3592702417,-4.384654903,2.7278034956,1.3172735079,0.0121304824,-1.2911349973,-0.0347793723,0,0,0,15,1,10,0,0,0,3,1,3,0.286,10,1
北京日新达能技术有限公司,0.9768471107,2.0056902709,13,13,25365.3173413293,2.4493093029,0,0,2,313.3646945299,238.4596827694,0.2119293039,-1.0513237409,28.9902963546,0,1297000,-17432000,-1.0513237409,0.0106391361,0.0226768074,0.467136881,0.0132959078,2.1479064293,0.7540561718,5.094918813,0.4664218819,0.0262587811,9.4845424266,0.4784800187,0,0,11,1,0,0,0,0,0,0,1,6,0.0875,0,0
北京时代新威信息技术有限公司,1.5623648472,16.9872210048,14,14,66488000,0.6545143901,0,0,3,142.4659368618,122.0916608081,0.9243747807,0.5508352398,41.3966573353,0,2303000,16454000,0.5508352398,0.0257941279,0.0319160731,0.8681566468,0.0405561993,1.3698650395,0.6572329005,0.2816363664,0.1155381231,0.0357170546,0.3020088775,0.1758628528,0,0,0,15,0,0,0,0,0,0,0,2,0.5714,0,0
北京时代锐智科技有限公司,2001.2204614739,10014.8927513018,10,10,77061.712671085,1.5185566452,0,0,0,129.7560916504,129.7560916504,0.0701191059,-0.4631229421,39.7052809837,0,3304800000,-38222000,-0.4631229421,0.0130834632,15.8992393882,0.999232285,22.3724945742,164451000,6.6964326616,1.6319440148,0.7911661232,15.6163023479,-25.6799244856,0.2869729411,0,0,8,0,0,0,0,0,0,1,14,2,0.6818,0,0
北京昂然时代广告有限公司,0,0,9,9,0,0.1053747902,0,0,1,110.0237536731,110.0237536731,0.4528398552,0.0283087288,87.8756614389,0,3823000,93601000,0.0283087288,3823000,0.0010160446,0,0.0083802067,0,0,0,0,3823000,0.6986399428,0.4176766202,0,0,0,4,0,1,0,0,0,0,2,1,1,0,0
北京昆仑万维科技股份有限公司,0,0,7,7,0,2.25069236,12,0,19,249.0493617801,249.0493617801,1.5553063993,0.875601341,31.0805091528,0.0030700673,3296861000,3968002000,0.8695324992,3263823000,0.2245446428,-6021410000,0.3225422411,5981451000,0.8855456709,1.7612456814,0.4073883546,0.2071036077,5.9365706158,1.08071144,0.179,1,9,26,0,6,0,0,0,5,34,11,0.5082,30,0
北京昊海金桥广告有限公司,2.1873144056,17.6985687255,8,8,242.472377012,0.6371996687,0,0,2,159.2940265512,159.2940265512,0.1078598596,0,61.0799047244,0,135173000,0,0,0.1629348825,0.4632623336,0.2464442837,0.8909415919,463306000,4.3842535663,58.7355402212,1.5878335021,0.2721328236,-9.4479380188,-0.3177779641,0,0,0,8,0,0,0,0,0,0,2,2,0.7,0,0
北京昌石科技有限公司,0,0,15,15,0,-0.29138593,0,0,2,13.6830911024,13.6830911024,0.0021269046,0.0021269046,730.829015544,0,-822000,5999.9999999999,0.0021269046,-822000,-2.1295336788,0,0.3375770021,0,0,0,0,-0.9999987835,-822000,-0.7606938867,0,0,1,3,0,0,0,0,0,0,0,2,0.8,0,0
北京明屹合创科技有限公司,1.5476117911,33.1991985187,13,13,58.7253286356,0.6781520733,0,0,0,167.8809812982,129.4837502443,0.3021437648,3.2492440555,59.5660087442,0,11793103000,1150075025000,3.2492440555,0.0102703732,0.0198464463,0.1356249315,0.0393098731,5.848787648,3.3083972331,794894698000,1.3377170479,0.0129905069,-0.4163628494,0.1325365971,0,0,0,6,0,0,0,0,0,0,0,2,0.55,0,0
北京明朝万达科技股份有限公司,1.8428746393,3.3729850633,9,9,14.1054271258,1.6741125962,8,4,4,54.5573133335,49.1067820382,0.0721646419,-0.3215881798,80.7193657059,0.0633857419,22209000,-108226000,-0.2851534498,0.065288257,0.0472338959,0.6454999227,0.2436794035,6.42130478,-0.7701904831,0.4109956125,0.2505061757,0.0566948067,-0.6185972636,0.3684483174,0,0,75,41,0,5,0,0,0,4,0,20,0.2346,10,0
北京明通四季科技股份有限公司,3.1874999694,39.9397542241,11,11,138.1249424479,-0.5022250461,6,0,4,33.0578512397,8.1691036236,0.0120788302,-0.2536554347,200.8939974457,0,-68900000,-79800000,-0.2536554347,-0.1580693811,-0.4399744572,0.686877826,0.3316455696,1.31162195,-0.4876543233,1.9524714458,0.6558109792,-0.172854992,-0.321792264,1.2056337858,0,0,7,0,0,0,0,0,0,0,1,6,0.4378,10,0
北京易华录信息技术股份有限公司,0,0,6,6,0,0.450779622,12,0,30,133.4600827247,30.168993595,0.0871930024,-0.2242764804,76.8779929996,0.228869261,-13999782000,-4187812000,-0.194270525,-14240579000,-0.4992787093,-11562517000,-2.1964630054,0.5778773989,1.7839043136,3.5727263915,0.397487783,-0.9941034545,0.9395059515,0.5908547231,0,0,174,234,5,18,0,1,0,6,16,20,0.0687,10,1
北京易豪伟业弱电系统工程技术有限公司,0,0,11,11,0,0.3667998426,0,0,0,121.9233367724,120.0236215566,0.0113191571,0.2239814191,68.0852253173,0,49443000,226432000,0.2239814191,49437000,0.033299053,-274683000,0.1043247601,14.008642853,1.213886076,1.0665704593,0.1811913521,0.1584416994,85.5900427495,-0.0383583628,0,0,2,8,0,4,0,0,0,2,0,2,0.7311,0,0
北京星原丰泰电子技术股份有限公司,0.5771839442,1.919930488,11,11,25.7303441922,0.5006765799,0,0,0,126.8184900721,45.2164587506,0.0100903685,-0.0316558108,69.322875554,0,-55613000,-10036000,-0.0316558108,-0.1931509674,-0.1216033901,0.3698709812,-0.3194887951,0.5585739831,1.6996024452,2.6144702089,0.3159790167,-0.1873930149,5.6424187951,-0.0676608496,0,0,14,12,0,9,0,0,0,5,1,2,0.58,10,0
北京星际安讯科技有限公司,1.9949967279,9.0555587004,13,13,293871000,2.3471276501,0,0,0,216.0896608379,145.9673160427,0.3370643068,0,28.9218785135,0,11064000,0,0,0.0376491725,0.0469416242,0.2330069989,0.0660422972,4.7009475806,2.8395420183,2.5421696001,0.9533850624,0.0391220867,-0.93217637,-0.0832655916,0,0,0,14,0,0,0,0,0,0,0,3,0.78,0,0
北京映翰通网络技术股份有限公司,1.1365163061,5.0687496682,10,10,-1071.4202165078,3.4708551597,6,0,6,459.627788175,335.1561056715,1.5376428603,0.2719941504,21.0646088042,0,38083000,33863000.0000001,0.2719941504,0.0612392384,0.0644345334,0.5065925931,0.0853676573,2.0312649095,0.7030462336,16.741675527,0.5325869569,0.0577861806,-1.3508455826,0.2698993157,0,0,42,37,0,13,0,0,0,4,0,15,0.3553,10,1
北京春腾网络科技股份有限公司,0.7776271505,3.8998080377,13,13,159.4579322032,7.5058242289,0,0,1,786.9692088615,786.9692088615,1.4385927717,1.1998505684,10.0976123744,0,63447000,51398000,1.1998505684,0.2140004341,0.1495583753,0.6764816929,0.147092755,82964000,0.2819248522,0.9523503306,0.1955641877,0.2754923915,11.7891869044,0.0451281191,0,0,0,28,0,0,1,0,0,1,0,3,0.7085,10,1
北京普华世通科技有限公司,0.5573150677,4.3331222918,12,12,-3468.2341170585,0.9242469385,0,0,0,191.1493546404,142.7166564229,0.0941917495,0,51.6262097414,0,1016000,0,0,0.1319774799,0.0805965413,0.3317466707,0.1500491965,1.4698599398,0.7810180747,27.9094704249,0.3675233724,0.1717086071,1016000,12606000,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
北京普发动力控股股份有限公司,0.9215135263,3.3253831101,10,10,-33.541396073,3.1399892933,6,3,6,314.2040154098,193.6685751072,0.6078763093,-1.0957974238,26.557677379,0,-227852677000,-2116478400000,-1.0957974238,-0.0388561438,-0.0313300192,0.3737689452,-0.0406833616,1.503303382,0.8459287502,2.9068985359,0.4812286597,-0.0396651109,-1.1360372879,-0.2183236318,0,0,33,2,0,5,0,0,0,6,3,10,0.8012,10,0
北京普惠职道科技发展有限责任公司,0,0,11,11,0,0.9890452393,0,0,0,221.4284878619,221.4284878619,0.2318104682,-0.1569581731,57.3743205509,0.2080299549,-808000.000000001,-13416000,-0.1161809906,-808000.000000001,-0.0040145877,-18169000,-0.0094182373,18128000,0.1746586874,1.5106665408,0.0900698574,-0.0401950035,-807000.000000001,5.6808070875,0,0,0,6,0,0,0,1,0,0,0,3,0.3,0,0
北京普源精电科技有限公司,0,0,7,7,0,1.2326056289,0,0,2,75.224446616,67.7021959948,0.2832719258,0.4955071865,44.7907294641,0,260002300000,638407000,0.4955071865,203909600000,90.3894289803,-2149336000,128.4003231581,21.9447147845,-6.6627632521,1.1150909429,0.7393769022,96.665407513,-0.2329476564,0.087838911,0,0,294,55,0,6,0,0,0,0,4,6,0.54,0,1
北京智华信科技股份有限公司,2.1464879392,3.5435694348,10,10,344.7351942201,2.6808517995,6,0,7,339.172507484,3.31,1.1492969635,-0.0663768745,26.168483063,0,205503609000,-20397871000,-0.0663768745,0.077737942,0.1749967403,0.4881768415,0.2005944396,1125848978000,1.531795675,8.5267082061,0.9587174756,0.0983227493,-0.0940322204,0.9919569094,0,0,4,29,0,2,0,0,0,1,1,3,0.0334,10,1
北京智博宝通传媒股份有限公司,1.0402009636,14.1931804962,11,11,152378000,0,0,0,4,76.7802295718,76.7802295718,0.0071701871,0.2119188626,79.3163800235,0,70760000,40432000,0.2119188626,0.4643714942,0.2941677787,0.9999999934,1.4222257954,0,0,0,0,70760000,0.5284918018,-0.0242494553,0.448,1,0,19,0,1,0,0,0,4,0,13,0.448,10,1
北京智博高科生物技术有限公司,0,0,10,10,0,11.087944214,0,6,10,945.8891881035,911.6108490917,1.5333268748,2.7416719776,8.1249501355,0,324249000,368552000,2.7416719776,270705000,0.1959819497,-276894000,0.1780885993,5.6139671952,0.2274972626,0.6754856196,0.1563544887,0.41837231,1.4080871377,0.2836771633,0,0,41,1,0,0,0,0,0,6,12,11,0.22,0,0
北京暴风微城科技有限公司,0.0539599647,2.3903604858,13,13,52.6721002469,3.3235781212,2,0,0,122.6949644609,104.442664709,0.3917086529,0,55.3789008119,0,-69583000,0,0,-11.6906902401,-0.4286303884,0.1129032068,-0.9606002457,0.3217746163,0.25878546,0.1014721124,0.0325247321,-0.914434766,0.7402372039,0.3625246518,0,0,0,1,0,0,0,0,0,0,234,6,0.4449,10,0
北京望尔生物技术有限公司,0,0,9,9,0,3.1860764267,0,0,0,407.0925951323,401.6821572123,0.319805039,0.5079175827,4.9918057478,0,73164000,96290000,0.5079175827,59768000,0.0192649187,-47516000,0.0165644644,4.5455781861,0.0800851969,0.0154076667,0.0122766329,0.7031281466,0.6777497166,-0.5921702106,0,0,108,0,0,4,0,0,0,2,4,1,1,0,0
北京机电研究所,0,0,9,9,0,0.7837236247,0,0,0,166.6457556568,139.624729101,0.7876613765,-0.1020384007,55.6504860492,0.1588284835,220181000,-181035000,-0.0869386279,192318000,0.0588435732,-2034886000,0.1158911484,4.1990725878,1.7024827902,2.5637457016,0.5379889154,0.0924297219,0.0905491992,0.0074442275,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
北京杰利阳能源设备制造有限公司,0,0,8,8,0,0.9598970501,0,0,4,196.8400114127,150.4008021177,0.3071540004,0.0089636795,54.64,0,1351486000,12221000,0.0089636795,193588000,0.4703903358,0,0.1282273262,0,0,0,0,1351486000,0.16063471,0.1696021559,0,0,10,10,0,1,0,0,0,0,1,2,0.85,0,0
北京杰远电气有限公司,0,0,9,9,0,0.7660587925,0,0,1,170.6219085106,153.5650234097,0.2048663727,-0.0869871813,57.8377535744,0,129056000,-51316000,-0.0869871813,113702000,0.1265295838,-1045418000,0.2643980458,10.337666236,2.4967944119,77.4885967306,1.0198437783,0.1121459593,-0.0572174183,-0.0139606422,0,0,25,2,0,1,0,0,0,0,1,1,1,0,0
北京极品无限科技发展有限责任公司,0,0,11,11,0,0.6425726235,0,0,3,183.5510198464,183.5510198464,0.5875402551,0.5553896317,60.880201168,0.2997828342,34357000,161414000,0.4025999606,34783000,0.0521703611,-304640000,0.1350140708,299060000,1.2315814566,2.3906439663,0.4541161386,0.0697226071,32.0854232894,2.3792795444,0,0,1,173,0,1,0,0,0,1,1,2,0.5963,0,0
北京柏瑞安科技有限责任公司,0.5652121281,21.1418965703,9,9,11.09259138,1.782427446,0,0,2,237.7492905761,217.3327644713,0.3885361043,0.4381660129,35.9398719073,0.2247716989,28717000,88322000,0.2117211054,0.1033189349,0.0247406356,0.2487577057,0.0376378503,4.8765610906,0.7227800481,0.2944888078,0.1729010046,0.1022004573,-0.7782342821,-0.3012026286,0,0,8,10,0,0,0,1,3,3,3,6,0.51,0,0
北京格兰特膜分离设备有限公司,0.8126381825,1.4514648312,8,8,1742948000,0.9327572404,0,0,4,220.8274431999,183.4337358701,0.1996258455,-0.1080321685,39.6661978227,0,1412728000,-104927000,-0.1080321685,0.8105393845,0.5769590162,0.9999999994,0.956278231,0,0,0,0,1412728000,0.1451184083,0.4715106116,0,0,22,0,0,6,0,0,0,4,3,1,1,0,0
北京桔灯地球物理勘探股份有限公司,1.1940983567,4.1622856667,12,12,1213.9959533468,0.6615012075,0,0,4,147.6997578693,106.8280871671,0.1806295391,-0.3138014513,60.186534538,0,-10000000,-64800000,-0.3138014513,-0.0266337177,-0.0291460216,0.3421197135,-0.0710102489,2.821090014,2.4172588587,6.249343668,0.6939667715,-0.0269106565,-3.7804868828,1.0631388992,0,0,20,0,0,2,0,0,0,2,1,3,0.994,10,1
北京欧地安科技有限公司,0.7681712316,1.4800686176,5,5,-1860.5162190708,3.500558268,0,0,5,381.4213524527,364.5146169741,1.3115613266,0.5059261875,22.2410857035,0.0060264107,607615000,423100000,0.4951885596,0.2116734372,0.1581656054,0.462686171,0.1736275515,8.9529241387,0.5378579836,1.9419059672,0.3295065802,0.3466994184,0.3266605292,0.2657898438,0,0,57,8,0,10,0,0,0,9,0,1,1,0,0
北京正安维视科技股份有限公司,3.743310292,4.7017860452,11,11,-12460.5640376025,1.2480617581,6,0,2,83.25773746,82.3272411953,0.1007704092,0.716932352,38.6550526893,0.2286771613,41769000,42993000,0.4516545808,0.2234879279,0.1696168606,0.4771744688,0.2764968722,172.9226291709,-9.6106583278,0.491481047,0.3918336668,0.2537852996,-2.0159829705,0.593935075,0,0,15,34,0,5,0,0,0,3,1,14,0.2705,10,1
北京氢璞创能科技有限公司,0.6468344383,6.3426136111,14,14,13.2457165076,6.603545841,4,3,3,178.8923199522,178.8923199522,0.4716106947,-2.9984558722,12.987819472,0,-19073000,-60203000,-2.9984558722,-0.8209443111,-0.1233771694,0.8362673423,-0.1417929866,3762000,0.237499985,0.031700555,0.0243351811,-0.4471456934,-0.3033466159,2.2294595202,0,0,12,0,0,0,0,0,0,2,1,6,0.3802,10,0
北京汇众融成教育科技股份有限公司,0,0,13,13,0,2.0905682325,0,0,1,306.6379035966,306.6379035966,0.4783392694,0.4035081372,32.3565086049,0,6086000.00000001,11410000,0.4035081372,5144000.00000001,0.0696402417,-43076000,0.0870168316,42679000,0.7304170606,62.396107608,0.4883627736,0.0599210368,-168.671351982,0.6436336159,0.51,1,0,19,0,0,0,0,0,0,0,2,0.51,0,0
北京汇冠新技术股份有限公司,1.1161011096,2.3395916678,8,8,8237728000,4.1226520892,12,0,15,220.4591799398,174.2545606607,0.6651582695,0.0575514684,33.3534009475,0,324163000,192678000,0.0575514684,0.0393510201,0.0322944466,0.9999999999,0.0484562559,0,0,0,0,324163000,5.3965172832,2.312466896,0,0,414,5,0,5,0,0,0,2,40,18,0.535,10,0
北京汇新恒信能源科技股份有限公司,0,0,13,13,0,2.8096945958,0,1,2,378.4108003857,372.0591449695,0.0164448728,-0.2848473123,26.2487343908,0,693000.000000016,-22154000,-0.2848473123,146000.000000016,0.0023388458,-171905000,0.0006681158,34.7777257535,0.79341812,86.2892585187,0.5798245002,0.0034692845,0.0547944371,0.3282826004,0.8,1,5,14,0,0,0,0,0,1,1,5,0.8,10,0
北京汉元一诺科技有限公司,1.906842148,4.3141860035,9,9,120.7770778567,0.734742965,0,2,0,140.8029874412,101.7437251122,0.3664480425,-0.2235085307,55.877429894,0,131050000,-49617999.9999999,-0.2235085307,0.1571082232,0.3298589699,0.2615400098,0.5341966399,4.9729788378,4.7604574385,5.0901503283,1.0853681531,0.2818370479,0.2621228293,-0.0115467293,0,0,13,5,0,0,0,0,0,1,0,4,0.6,0,0
北京汉邦高科数字技术股份有限公司,0.6662409547,2.3950989469,7,7,67.8474405237,0.863070492,12,1,11,173.5743614683,152.7133961482,1.015000404,0.2278632153,53.2387716712,0,412424000,622703000,0.2278632153,0.1155700184,0.0803461776,0.274542396,0.1521612968,3.9867195639,1.1303777159,5.8327182522,0.4427699271,0.1466025833,-0.0295499339,0.1220639502,0,0,90,42,0,0,0,0,0,1,0,19,0.449,20,0
北京汉龙云泽科技有限公司,1.3129493064,6.1100165134,12,12,377.9086493713,0.2792972345,0,0,0,114.7178210537,113.6840233494,0.0582446283,0,78.1612102055,0.171400165,145999.999999967,0,0,0.000447808,0.000659291,0.0762739116,0.002274513,134.3741789003,9.438611447,6.5937598127,1.0230526032,0.0005942883,-0.8702965284,1.0101483125,0,0,0,5,0,1,0,0,0,1,0,2,0.9,0,0
北京江桥国际传媒有限责任公司,0.5375517541,2.0188290003,11,11,-11599.4332388731,0.3973515084,0,0,0,126.7904717129,126.7904717129,0.5771430754,0,76.0157547149,0,1180000,0,0,0.0135661419,0.0087857106,0.4369907245,0.029304939,38683000,1.4142658155,7.9578259704,0.2880149485,0.0171718786,-1.1932664125,0.9456049231,0,0,0,8,0,0,0,0,0,0,0,1,1,0,1
北京沃尔德斯水务科技有限公司,0.4737486042,3.2542377758,12,12,39.6266090084,1.014560469,0,0,1,200.7504006994,175.1493515955,0.0384255111,0,49.4236259355,0,77000,0,0,0.0008426444,0.0003960803,0.9999999891,0.0007831331,0,0,0,0,0.0006204424,-1.0339117664,0.5942938166,0,0,8,4,0,0,0,0,0,0,1,4,0.5,0,0
北京法安通安全信息技术股份有限公司,2.6033550081,32.7731657045,0,13,293156000,1.0202418032,0,0,1,102.2138915111,64.9063248856,0.2037342949,0,41.822820178,0,26405000,0,0,0.0900714975,0.1002406839,0.2738644262,0.1723024118,5.1367118772,86.5616701264,1.3999429649,0.8014851004,0.0989874448,-5.4520326171,0.1860082926,0,0,7,5,0,5,0,0,0,2,0,6,0.284,0,1
